,Ensembl gene ID,HGNC ID,Status,Approved symbol,Approved name,NCBI gene ID,UCSC gene ID,RefSeq accession
14936,ENSG00000233013,HGNC:34080,Approved,FAM157B,family with sequence similarity 157 member B,100132403,uc011mfe.2,NR_146178
14937,ENSG00000164406,HGNC:29571,Approved,LEAP2,liver enriched antimicrobial peptide 2,116842,uc003kyc.4,NM_052971
14938,ENSG00000251342,,,,,,,
14939,ENSG00000179774,HGNC:13907,Approved,ATOH7,atonal bHLH transcription factor 7,220202,uc001jnq.4,NM_145178
14940,ENSG00000182901,HGNC:10003,Approved,RGS7,regulator of G protein signaling 7,6000,uc001hyv.4,NM_002924
14941,ENSG00000272508,,,,,,,
14942,ENSG00000236538,HGNC:35156,Approved,ZNF863P,"zinc finger protein 863, pseudogene",100419682,,NG_023689
14943,ENSG00000135926,HGNC:23410,Approved,TMBIM1,transmembrane BAX inhibitor motif containing 1,64114,uc002vhp.2,NM_022152
14944,ENSG00000100368,HGNC:2436,Approved,CSF2RB,colony stimulating factor 2 receptor subunit beta,1439,uc003aqa.5,NM_000395
14945,ENSG00000105364,HGNC:14276,Approved,MRPL4,mitochondrial ribosomal protein L4,51073,uc060tfq.1,NM_015956
14946,ENSG00000224361,,,,,,,
14947,ENSG00000041515,HGNC:29822,Approved,MYO16,myosin XVI,23026,uc001vqt.1,NM_015011
14948,ENSG00000251533,HGNC:43928,Approved,LINC00605,long intergenic non-protein coding RNA 605,100131366,uc001ymn.3,NR_033938
14949,ENSG00000165506,HGNC:20188,Approved,DNAAF2,dynein axonemal assembly factor 2,55172,uc001wws.4,NM_001083908
14950,ENSG00000236257,HGNC:44587,Approved,EI24P2,EI24 pseudogene 2,100129866,,NG_022809
14951,ENSG00000261822,,,,,,,
14952,ENSG00000236056,HGNC:4160,Approved,GAPDHP14,glyceraldehyde-3-phosphate dehydrogenase pseudogene 14,54050,,NG_009356
14953,ENSG00000105136,HGNC:20648,Approved,ZNF419,zinc finger protein 419,79744,uc002qow.3,NM_024691
14954,ENSG00000264970,HGNC:56217,Approved,WEE1P2,WEE1 pseudogene 2,100129683,,NG_022464
14955,ENSG00000234006,HGNC:39771,Approved,DDX39B-AS1,DDX39B antisense RNA 1,106478957,uc063zxg.1,NR_133674
14956,ENSG00000129515,HGNC:14970,Approved,SNX6,sorting nexin 6,58533,uc001wsf.2,NM_001366519
14957,ENSG00000157911,HGNC:8851,Approved,PEX10,peroxisomal biogenesis factor 10,5192,uc001ajh.4,NM_153818
14958,ENSG00000227069,HGNC:39527,Approved,CNN2P2,calponin 2 pseudogene 2,642888,,NG_021614
14959,ENSG00000170837,HGNC:4482,Approved,GPR27,G protein-coupled receptor 27,2850,uc011bge.3,NM_018971
14960,ENSG00000265092,HGNC:41799,Approved,MIR4484,microRNA 4484,100616327,uc021qaq.1,NR_039704
14961,ENSG00000048140,HGNC:13594,Approved,TSPAN17,tetraspanin 17,26262,uc003meu.4,NM_001006616
14962,ENSG00000149930,HGNC:16835,Approved,TAOK2,TAO kinase 2,9344,uc002dva.3,NM_016151
14963,ENSG00000077942,HGNC:3600,Approved,FBLN1,fibulin 1,2192,uc003bgj.2,NM_006486
14964,ENSG00000204376,,,,,,,
14965,ENSG00000235598,HGNC:10456,Approved,RRM2P4,ribonucleotide reductase M2 polypeptide pseudogene 4,6246,,NG_000871
14966,ENSG00000181555,HGNC:18420,Approved,SETD2,"SET domain containing 2, histone lysine methyltransferase",29072,uc003cqs.4,NM_014159
14967,ENSG00000187492,HGNC:34527,Approved,CDHR4,cadherin related family member 4,389118,uc010hkz.4,NM_001007540
14968,ENSG00000196588,HGNC:14334,Approved,MRTFA,myocardin related transcription factor A,57591,uc032qph.2,NM_020831
14969,ENSG00000105327,HGNC:17868,Approved,BBC3,BCL2 binding component 3,27113,uc002pgf.5,NM_014417
14970,ENSG00000228611,HGNC:35417,Approved,HNF4GP1,hepatocyte nuclear factor 4 gamma pseudogene 1,100130462,,NG_016594
14971,ENSG00000140718,HGNC:24678,Approved,FTO,FTO alpha-ketoglutarate dependent dioxygenase,79068,uc002ehr.4,NM_001080432
14972,ENSG00000107798,HGNC:6617,Approved,LIPA,"lipase A, lysosomal acid type",3988,uc001kga.6,NM_000235
14973,ENSG00000173227,HGNC:18381,Approved,SYT12,synaptotagmin 12,91683,uc058ech.1,NM_177963
14974,ENSG00000215262,HGNC:18867,Approved,KCNU1,potassium calcium-activated channel subfamily U member 1,157855,uc010lvw.5,NM_001031836
14975,ENSG00000204531,HGNC:9221,Approved,POU5F1,POU class 5 homeobox 1,5460,uc003nsv.4,NM_002701
14976,ENSG00000246889,HGNC:55592,Approved,CTTN-DT,CTTN divergent transcript,121233926,,XR_001748289
14977,ENSG00000223519,HGNC:49205,Approved,KIF28P,"kinesin family member 28, pseudogene",100130097,,NG_050633
14978,ENSG00000005249,HGNC:9392,Approved,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,5577,uc003vdx.4,NM_002736
14979,ENSG00000248994,,,,,,,
14980,ENSG00000257779,,,,,,,
14981,ENSG00000132109,HGNC:11312,Approved,TRIM21,tripartite motif containing 21,6737,uc001lyy.2,NM_003141
14982,ENSG00000136813,HGNC:29020,Approved,ECPAS,Ecm29 proteasome adaptor and scaffold,23392,uc004bfe.1,NM_001080398
14983,ENSG00000226070,,,,,,,
14984,ENSG00000112299,HGNC:12705,Approved,VNN1,vanin 1,8876,uc003qdo.4,NM_004666
14985,ENSG00000007255,HGNC:23069,Approved,TRAPPC6A,trafficking protein particle complex subunit 6A,79090,uc002paw.5,NM_024108
14986,ENSG00000127922,HGNC:10845,Approved,SEM1,SEM1 26S proteasome subunit,7979,uc003uoi.4,NM_006304
14987,ENSG00000155324,HGNC:24911,Approved,GRAMD2B,GRAM domain containing 2B,65983,uc003ktu.4,NM_023927
14988,ENSG00000159314,HGNC:31813,Approved,ARHGAP27,Rho GTPase activating protein 27,201176,uc032fka.1,NM_199282
14989,ENSG00000225738,HGNC:31429,Approved,NRG3-AS1,NRG3 antisense RNA 1,101929590,uc057uod.1,NR_120666
14990,ENSG00000231925,HGNC:11566,Approved,TAPBP,TAP binding protein,6892,uc063uwb.1,NM_003190
14991,ENSG00000187516,HGNC:18417,Approved,H2AP,H2A.P histone,25763,,NM_012274
14992,ENSG00000242797,HGNC:41043,Approved,GLYCTK-AS1,GLYCTK antisense RNA 1,100874110,uc062klb.1,NR_046719
14993,ENSG00000100433,HGNC:6273,Approved,KCNK10,potassium two pore domain channel subfamily K member 10,54207,uc001xwn.4,NM_021161
14994,ENSG00000122034,HGNC:4662,Approved,GTF3A,general transcription factor IIIA,2971,uc058wav.1,NM_002097
14995,ENSG00000196911,HGNC:6398,Approved,KPNA5,karyopherin subunit alpha 5,3841,uc003pxh.4,NM_002269
14996,ENSG00000127329,HGNC:9665,Approved,PTPRB,protein tyrosine phosphatase receptor type B,5787,uc001swc.6,NM_001109754
14997,ENSG00000232545,,,,,,,
14998,ENSG00000160691,HGNC:10840,Approved,SHC1,SHC adaptor protein 1,6464,uc001ffx.4,NM_183001
14999,ENSG00000156466,HGNC:4221,Approved,GDF6,growth differentiation factor 6,392255,uc003yhp.3,NM_001001557
15000,ENSG00000206073,HGNC:10570,Approved,SERPINB4,serpin family B member 4,6318,uc002ljf.4,NM_175041
15001,ENSG00000175894,HGNC:1268,Approved,TSPEAR,thrombospondin type laminin G domain and EAR repeats,54084,uc002zfe.1,NM_144991
15002,ENSG00000237527,,,,,,,
15003,ENSG00000152749,HGNC:28899,Approved,GPR180,G protein-coupled receptor 180,160897,uc001vly.4,NM_180989
15004,ENSG00000197694,HGNC:11273,Approved,SPTAN1,"spectrin alpha, non-erythrocytic 1",6709,uc004bvl.5,NM_003127
15005,ENSG00000100422,HGNC:19256,Approved,CERK,ceramide kinase,64781,uc003bia.4,NM_022766
15006,ENSG00000174842,HGNC:14373,Approved,GLMN,"glomulin, FKBP associated protein",11146,uc001dor.4,NM_007070
15007,ENSG00000171763,HGNC:28762,Approved,SPATA5L1,spermatogenesis associated 5 like 1,79029,uc001zve.4,NM_024063
15008,ENSG00000249774,,,,,,,
15009,ENSG00000036257,HGNC:2553,Approved,CUL3,cullin 3,8452,uc002vny.4,NM_001257197
15010,ENSG00000235200,HGNC:52490,Approved,LINC01702,long intergenic non-protein coding RNA 1702,102724481,,XR_007066157
15011,ENSG00000105397,HGNC:12440,Approved,TYK2,tyrosine kinase 2,7297,uc002moc.5,NM_001385197
15012,ENSG00000117758,HGNC:11430,Approved,STX12,syntaxin 12,23673,uc001bou.4,NM_177424
15013,ENSG00000224430,HGNC:7117,Approved,MKRN5P,"makorin ring finger protein 5, pseudogene",7683,,NG_000873
15014,ENSG00000233551,HGNC:49776,Approved,LSM1P1,"LSM1 homolog, mRNA degradation associated pseudogene 1",100820732,,NG_030485
15015,ENSG00000010810,HGNC:4037,Approved,FYN,"FYN proto-oncogene, Src family tyrosine kinase",2534,uc003pvk.3,NM_001370529
15016,ENSG00000119661,HGNC:23247,Approved,DNAL1,dynein axonemal light chain 1,83544,uc001xoq.5,NM_031427
15017,ENSG00000166682,HGNC:14908,Approved,TMPRSS5,transmembrane serine protease 5,80975,uc001poc.6,NM_030770
15018,ENSG00000139323,HGNC:30836,Approved,POC1B,POC1 centriolar protein B,282809,uc001tbc.4,NM_172240
15019,ENSG00000170638,HGNC:28805,Approved,TRABD,TraB domain containing,80305,uc003bjs.2,NM_025204
15020,ENSG00000236892,,,,,,,
15021,ENSG00000158022,HGNC:16007,Approved,TRIM63,tripartite motif containing 63,84676,uc001bli.3,NM_032588
15022,ENSG00000123165,HGNC:24027,Approved,ACTRT1,actin related protein T1,139741,uc004eum.4,NM_138289
15023,ENSG00000152348,HGNC:20315,Approved,ATG10,autophagy related 10,83734,uc003khr.5,NM_001131028
15024,ENSG00000241978,,,,,,,
15025,ENSG00000146416,HGNC:21607,Approved,AIG1,androgen induced 1,51390,uc003qjh.5,NM_016108
15026,ENSG00000103599,HGNC:25721,Approved,IQCH,IQ motif containing H,64799,uc002aqo.3,NM_022784
15027,ENSG00000187821,HGNC:33783,Approved,HELT,helt bHLH transcription factor,391723,uc011cko.3,NM_001300781
15028,ENSG00000159199,HGNC:841,Approved,ATP5MC1,ATP synthase membrane subunit c locus 1,516,uc002ioh.4,NM_005175
15029,ENSG00000129194,HGNC:11196,Approved,SOX15,SRY-box transcription factor 15,6665,uc002ghz.2,NM_006942
15030,ENSG00000235832,HGNC:39528,Approved,CNN2P3,calponin 2 pseudogene 3,392343,,NG_021622
15031,ENSG00000156687,HGNC:18634,Approved,UNC5D,unc-5 netrin receptor D,137970,uc003xjr.3,NM_001322818
15032,ENSG00000249311,HGNC:38499,Approved,TERF1P3,TERF1 pseudogene 3,646316,,XR_038210
15033,ENSG00000204277,HGNC:52826,Approved,LINC01993,long intergenic non-protein coding RNA 1993,100996291,,NR_073178
15034,ENSG00000148719,HGNC:14891,Approved,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,54788,uc057tyc.1,NM_001002762
15035,ENSG00000204174,HGNC:9329,Approved,NPY4R,neuropeptide Y receptor Y4,5540,uc031wfd.1,NM_005972
15036,ENSG00000168267,HGNC:23734,Approved,PTF1A,pancreas associated transcription factor 1a,256297,uc001irp.4,NM_178161
15037,ENSG00000166157,,,,,,,
15038,ENSG00000264326,,,,,,,
15039,ENSG00000267104,HGNC:42362,Approved,TBC1D3P1-DHX40P1,"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene",653645,uc002iyf.3,NR_002924
15040,ENSG00000264464,HGNC:54371,Approved,LINC02837,long intergenic non-protein coding RNA 2837,101928144,,XR_243880
15041,ENSG00000165300,HGNC:20295,Approved,SLITRK5,SLIT and NTRK like family member 5,26050,uc001vln.4,NM_001384609
15042,ENSG00000229031,HGNC:52090,Approved,MTCO1P25,MT-CO1 pseudogene 25,107075167,,NG_046425
15043,ENSG00000183386,HGNC:3704,Approved,FHL3,four and a half LIM domains 3,2275,uc001cck.4,NM_004468
15044,ENSG00000018869,HGNC:26421,Approved,ZNF582,zinc finger protein 582,147948,uc061dfm.1,NM_144690
15045,ENSG00000187658,HGNC:35121,Approved,C5orf52,chromosome 5 open reading frame 52,100190949,uc011ddt.3,NM_001145132
15046,ENSG00000229156,,,,,,,
15047,ENSG00000187550,HGNC:34416,Approved,SBK2,SH3 domain binding kinase family member 2,646643,uc061dbl.1,NM_001101401
15048,ENSG00000137507,HGNC:4161,Approved,LRRC32,leucine rich repeat containing 32,2615,uc001oxr.4,NM_005512
15049,ENSG00000149452,HGNC:10972,Approved,SLC22A8,solute carrier family 22 member 8,9376,uc001nwo.4,NM_004254
15050,ENSG00000109089,HGNC:29999,Approved,CDR2L,cerebellar degeneration related protein 2 like,30850,uc002jml.5,NM_014603
15051,ENSG00000164975,HGNC:11136,Approved,SNAPC3,small nuclear RNA activating complex polypeptide 3,6619,uc064sfa.1,NM_001039697
15052,ENSG00000091181,HGNC:6017,Approved,IL5RA,interleukin 5 receptor subunit alpha,3568,uc010hbs.4,NM_000564
15053,ENSG00000099954,HGNC:1840,Approved,CECR2,CECR2 histone acetyl-lysine reader,27443,uc010gqv.2,NM_031413
15054,ENSG00000101955,HGNC:11309,Approved,SRPX,sushi repeat containing protein X-linked,8406,uc004ddy.3,NM_006307
15055,ENSG00000160908,HGNC:18832,Approved,ZNF394,zinc finger protein 394,84124,uc003uqs.4,NM_032164
15056,ENSG00000251580,HGNC:53458,Approved,LINC02482,long intergenic non-protein coding RNA 2482,105374366,,NR_134664
15057,ENSG00000155749,HGNC:14439,Approved,FLACC1,flagellum associated containing coiled-coil domains 1,130540,uc010ftg.3,NM_139163
15058,ENSG00000250095,HGNC:40780,Approved,NREP-AS1,NREP antisense RNA 1,100873948,uc031skr.1,NR_046678
15059,ENSG00000229875,HGNC:49614,Approved,EIF1P1,eukaryotic translation initiation factor 1 pseudogene 1,100505855,,NG_030090
15060,ENSG00000152953,HGNC:14217,Approved,STK32B,serine/threonine kinase 32B,55351,uc003gih.2,NM_018401
15061,ENSG00000132581,HGNC:10675,Approved,SDF2,stromal cell derived factor 2,6388,uc002hbw.4,NM_006923
15062,ENSG00000139438,HGNC:25915,Approved,FAM222A,family with sequence similarity 222 member A,84915,uc001tpd.3,NM_032829
15063,ENSG00000167523,HGNC:26463,Approved,SPATA33,spermatogenesis associated 33,124045,,NM_153025
15064,ENSG00000254003,HGNC:40564,Approved,SRI-AS1,SRI antisense RNA 1,102723885,,NR_120517
15065,ENSG00000139679,HGNC:15520,Approved,LPAR6,lysophosphatidic acid receptor 6,10161,uc001vcf.4,NM_005767
15066,ENSG00000113391,HGNC:25365,Approved,FAM172A,family with sequence similarity 172 member A,83989,uc010jbd.4,NM_032042
15067,ENSG00000110172,HGNC:14525,Approved,CHORDC1,cysteine and histidine rich domain containing 1,26973,uc001pdg.4,NM_012124
15068,ENSG00000253471,,,,,,,
15069,ENSG00000214207,HGNC:23962,Approved,KRT18P10,keratin 18 pseudogene 10,360019,,NG_002937
15070,ENSG00000163412,HGNC:31837,Approved,EIF4E3,eukaryotic translation initiation factor 4E family member 3,317649,uc003dov.5,NM_173359
15071,ENSG00000267206,HGNC:17337,Approved,LCN6,lipocalin 6,158062,uc004ciy.4,NM_198946
15072,ENSG00000161912,HGNC:44143,Approved,ADCY10P1,ADCY10 pseudogene 1,221442,,NR_026938
15073,ENSG00000234722,HGNC:50351,Approved,LINC01287,long intergenic non-protein coding RNA 1287,103724390,,NR_125776
15074,ENSG00000143256,HGNC:8867,Approved,PFDN2,prefoldin subunit 2,5202,uc001fxu.4,NM_012394
15075,ENSG00000226976,HGNC:35239,Approved,COX6A1P2,COX6A1 pseudogene 2,285849,,NG_004806
15076,ENSG00000065717,HGNC:11838,Approved,TLE2,"TLE family member 2, transcriptional corepressor",7089,uc002lww.3,NM_003260
15077,ENSG00000141198,HGNC:11983,Approved,TOM1L1,target of myb1 like 1 membrane trafficking protein,10040,uc002iud.3,NM_005486
15078,ENSG00000217801,,,,,,,
15079,ENSG00000265287,,,,,,,
15080,ENSG00000160570,HGNC:24450,Approved,DEDD2,death effector domain containing 2,162989,uc031rkz.2,NM_133328
15081,ENSG00000102100,HGNC:11022,Approved,SLC35A2,solute carrier family 35 member A2,7355,uc004dlo.4,NM_005660
15082,ENSG00000243916,,,,,,,
15083,ENSG00000176463,HGNC:10952,Approved,SLCO3A1,solute carrier organic anion transporter family member 3A1,28232,uc002bqx.3,NM_013272
15084,ENSG00000169245,HGNC:10637,Approved,CXCL10,C-X-C motif chemokine ligand 10,3627,uc003hjl.5,NM_001565
15085,ENSG00000139350,HGNC:7723,Approved,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,121441,uc001teu.5,NM_001135175
15086,ENSG00000239415,,,,,,,
15087,ENSG00000134294,HGNC:13448,Approved,SLC38A2,solute carrier family 38 member 2,54407,uc001rpg.4,NM_001307936
15088,ENSG00000176092,HGNC:17295,Approved,CRYBG2,crystallin beta-gamma domain containing 2,55057,uc001bmd.4,NM_001039775.2
15089,ENSG00000180376,HGNC:27709,Approved,CCDC66,coiled-coil domain containing 66,285331,uc003dhu.4,NM_001012506
15090,ENSG00000126088,HGNC:12591,Approved,UROD,uroporphyrinogen decarboxylase,7389,uc001cna.3,NM_000374
15091,ENSG00000234792,,,,,,,
15092,ENSG00000258294,,,,,,,
15093,ENSG00000214930,HGNC:33360,Approved,KRT8P6,keratin 8 pseudogene 6,392552,,NG_021118
15094,ENSG00000087053,HGNC:7450,Approved,MTMR2,myotubularin related protein 2,8898,uc001pfu.4,NM_016156
15095,ENSG00000165914,HGNC:19858,Approved,TTC7B,tetratricopeptide repeat domain 7B,145567,uc001xyp.4,NM_001010854
15096,ENSG00000100150,HGNC:18423,Approved,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",9681,uc003alt.4,NM_014662
15097,ENSG00000258623,,,,,,,
15098,ENSG00000196123,HGNC:34408,Approved,MATCAP1,microtubule associated tyrosine carboxypeptidase 1,653319,uc059vqc.1,NM_001040715
15099,ENSG00000223595,HGNC:44005,Approved,LYPLA1P1,LYPLA1 pseudogene 1,100129401,,NG_022546
15100,ENSG00000109805,HGNC:24304,Approved,NCAPG,non-SMC condensin I complex subunit G,64151,uc003gpp.5,NM_022346
15101,ENSG00000100055,HGNC:9505,Approved,CYTH4,cytohesin 4,27128,uc003arf.4,NM_001318024
15102,ENSG00000156218,HGNC:14633,Approved,ADAMTSL3,ADAMTS like 3,57188,uc002bjz.5,NM_207517
15103,ENSG00000107623,,,,,,,
15104,ENSG00000143954,HGNC:29595,Approved,REG3G,regenerating family member 3 gamma,130120,uc002snw.5,NM_198448
15105,ENSG00000198822,HGNC:4595,Approved,GRM3,glutamate metabotropic receptor 3,2913,uc003uid.4,NM_000840
15106,ENSG00000154493,HGNC:26563,Approved,C10orf90,chromosome 10 open reading frame 90,118611,uc001ljq.4,NM_001004298
15107,ENSG00000239789,HGNC:14047,Approved,MRPS17,mitochondrial ribosomal protein S17,51373,uc003trd.4,NM_015969
15108,ENSG00000179314,HGNC:29060,Approved,WSCD1,WSC domain containing 1,23302,uc010cli.4,NM_015253
15109,ENSG00000197046,HGNC:27596,Approved,SIGLEC15,sialic acid binding Ig like lectin 15,284266,uc002lbl.2,NM_213602
15110,ENSG00000075790,HGNC:24131,Approved,BCAP29,B cell receptor associated protein 29,55973,uc003vej.3,NM_018844
15111,ENSG00000233395,HGNC:27430,Approved,LINC00841,long intergenic non-protein coding RNA 841,283033,uc001jbe.1,NR_033846
15112,ENSG00000235489,HGNC:45059,Approved,DBF4P1,DBF4 zinc finger pseudogene 1,645084,,NG_006968
15113,ENSG00000177340,,,,,,,
15114,ENSG00000254602,HGNC:55966,Approved,MIR130AHG,MIR130A host gene,123466203,,
15115,ENSG00000145833,HGNC:18681,Approved,DDX46,DEAD-box helicase 46,9879,uc003kzw.5,NM_014829
15116,ENSG00000240766,HGNC:41145,Approved,PLCXD2-AS1,PLCXD2 antisense RNA 1,100874115,uc062mis.1,NR_046733
15117,ENSG00000235919,HGNC:44146,Approved,ASH1L-AS1,ASH1L antisense RNA 1,645676,uc057lqr.1,NR_027023
15118,ENSG00000213742,HGNC:40759,Approved,ZNF337-AS1,ZNF337 antisense RNA 1,102724826,,NR_126465
15119,ENSG00000259182,,,,,,,
15120,ENSG00000239253,HGNC:48367,Approved,RPS4XP23,ribosomal protein S4X pseudogene 23,106480153,,NG_043113
15121,ENSG00000230747,,,,,,,
15122,ENSG00000259320,,,,,,,
15123,ENSG00000150873,HGNC:26324,Approved,C2orf50,chromosome 2 open reading frame 50,130813,uc010yjj.2,NM_182500
15124,ENSG00000153246,HGNC:9042,Approved,PLA2R1,phospholipase A2 receptor 1,22925,uc002ube.3,NM_001007267
15125,ENSG00000130598,HGNC:11946,Approved,TNNI2,"troponin I2, fast skeletal type",7136,uc057xue.1,NM_003282
15126,ENSG00000140961,HGNC:30093,Approved,OSGIN1,oxidative stress induced growth inhibitor 1,29948,uc002fhb.5,NM_013370
15127,ENSG00000129422,HGNC:29789,Approved,MTUS1,microtubule associated scaffold protein 1,57509,uc003wxt.4,NM_001001924
15128,ENSG00000242978,HGNC:53707,Approved,PPIAP83,peptidylprolyl isomerase A pseudogene 83,111082969,,NG_065981
15129,ENSG00000160131,HGNC:22082,Approved,VMA21,vacuolar ATPase assembly factor VMA21,203547,uc004feu.4,NM_001017980
15130,ENSG00000143970,HGNC:23805,Approved,ASXL2,ASXL transcriptional regulator 2,55252,uc061hgj.1,NM_018263
15131,ENSG00000198453,HGNC:25392,Approved,ZNF568,zinc finger protein 568,374900,uc002ofc.4,NM_198539
15132,ENSG00000134480,HGNC:1594,Approved,CCNH,cyclin H,902,uc003kjb.4,NM_001239
15133,ENSG00000072080,HGNC:11256,Approved,SPP2,secreted phosphoprotein 2,6694,uc061twv.1,NM_006944
15134,ENSG00000134371,HGNC:16783,Approved,CDC73,cell division cycle 73,79577,uc001gtb.4,NM_024529
15135,ENSG00000185753,HGNC:28589,Approved,CXorf38,chromosome X open reading frame 38,159013,uc004dew.4,NM_144970
15136,ENSG00000007372,HGNC:8620,Approved,PAX6,paired box 6,5080,uc058abq.1,NM_001604
15137,ENSG00000159131,HGNC:4163,Approved,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",2618,uc002yry.4,NM_000819
15138,ENSG00000176029,HGNC:1169,Approved,C11orf16,chromosome 11 open reading frame 16,56673,uc001mhb.5,NM_020643
15139,ENSG00000197724,HGNC:8920,Approved,PHF2,PHD finger protein 2,5253,uc004aub.4,NM_005392
15140,ENSG00000227011,HGNC:42963,Approved,LINC02876,long intergenic non-protein coding RNA 2876,100506650,uc021uaf.2,NR_164143
15141,ENSG00000256513,,,,,,,
15142,ENSG00000258785,HGNC:51414,Approved,LINC01580,long intergenic non-protein coding RNA 1580,101927129,,NR_120322
15143,ENSG00000233532,HGNC:42809,Approved,LINC00460,long intergenic non-protein coding RNA 460,728192,uc058yea.1,NR_034119
15144,ENSG00000107159,HGNC:1383,Approved,CA9,carbonic anhydrase 9,768,uc003zxo.5,NM_001216
15145,ENSG00000272843,,,,,,,
15146,ENSG00000146535,HGNC:4380,Approved,GNA12,G protein subunit alpha 12,2768,uc003smu.5,NM_007353
15147,ENSG00000181023,HGNC:15245,Approved,OR56B1,olfactory receptor family 56 subfamily B member 1,387748,uc001mbt.3,NM_001005180
15148,ENSG00000235219,,,,,,,
15149,ENSG00000213057,HGNC:33805,Approved,C1orf220,chromosome 1 putative open reading frame 220,400798,uc001glx.1,NR_033186
15150,ENSG00000042813,HGNC:15662,Approved,ZPBP,zona pellucida binding protein,11055,uc003tou.4,NM_007009
15151,ENSG00000131174,HGNC:2291,Approved,COX7B,cytochrome c oxidase subunit 7B,1349,uc004ecu.2,NM_001866
